mission_id,program_id,mission_category,mission_name
612,105,실습/연습,감정카드 펼쳐놓고 관찰하기
613,105,실습/연습,단어를 듣고 감정카드를 고르고 자신의 감정 표현하기
622,108,실습/연습,1교시 준비
623,108,실습/연습,1교시 도입
624,108,실습/연습,1교시 전개
655,117,실습/연습,1교시 전개
658,117,실습/연습,2교시 전개
661,118,실습/연습,동영상 시청하기
662,118,실습/연습,가져온 재활용품 분리배출 안내서 만들기
666,118,실습/연습,샴푸바 만들기 재료 준비 및 반죽하기
727,129,실습/연습,실험 실습하기
728,129,실습/연습,비디오 시청하기
775,138,실습/연습,외계행성 이해를 통한 우주신호 종이 액자 완성하기
778,138,실습/연습,도자이해를 통한 흙으로 그릇 완성하기
797,145,실습/연습,1교시 도입
798,145,실습/연습,1교시 전개
799,145,실습/연습,1교시 정리
800,145,실습/연습,2교시 도입
801,146,실습/연습,청소년기획단 활동 목적을 이해하고 공감의 표현 1회 이상 하기
803,146,실습/연습,업무분장에 따라 기획활동 준비 완료하기
820,149,실습/연습,출석 체크 및 당일 교과과정 이수 완료
821,149,실습/연습,체험 결과물 완성
822,149,실습/연습,방학기간 내 4권 이상 독서
829,152,실습/연습,"인물, 제품, 점포의 클로즈업 촬영 등"
846,156,실습/연습,수업 준비
847,156,실습/연습,자기소개
848,156,실습/연습,인성
849,156,실습/연습,소통과 배려
850,156,실습/연습,몸으로 말해요
852,157,실습/연습,부상을 방지하기 위해 기초 체력을 키운다.
853,157,실습/연습,기본 움직임 및 동작 마스터하기
863,160,실습/연습,"스트레칭, 유산소운동 수행하기"
870,161,실습/연습,아이들 맞이하기
871,161,실습/연습,활동규칙 소개하기
872,161,실습/연습,활동 진행1
873,161,실습/연습,활동 진행2
895,167,실습/연습,주중체험 과목 선택
896,167,실습/연습,당일 강사가 내주는 과제 수행 완료하기
900,168,실습/연습,자격증 과목 선택
902,168,실습/연습,드립커피 추출
903,168,실습/연습,기계식 커피 추출
904,168,실습/연습,시음 및 소감 발표하기
924,172,실습/연습,영상 시청하기
925,172,실습/연습,책 읽고 독후감 작성하기
929,172,실습/연습,스토리보드 작성하기
948,175,실습/연습,나만의 캐릭터 만들기
949,175,실습/연습,움직이는 캐릭터 만들기
950,175,실습/연습,코스페이시스 화면 완성하기
951,175,실습/연습,방탈출 게임 스토리 구상하기
952,175,실습/연습,방탈출 게임 완성하기
953,175,실습/연습,점프맵 게임 만들기
954,175,실습/연습,스크래치로 게임 만들기
955,175,실습/연습,좌표를 이용하여 스프라이트 움직이기
956,175,실습/연습,에델바이스 합주곡 만들기
957,175,실습/연습,그림판 만들기
958,175,실습/연습,나만의 음악 만들기
959,175,실습/연습,나만의 게임 만들기
963,177,실습/연습,수업 준비하기
965,177,실습/연습,활동지 작성하기
966,177,실습/연습,코딩 실습하기
967,177,실습/연습,할로코드 연결하기
970,177,실습/연습,전도성 물질을 살펴보고 클레이를 터치센서에 연결해 소리를 내어보기
971,177,실습/연습,인공지능 코딩교육 할로코드를 활용하여 다양한 악기를 만들어보기
974,177,실습/연습,LED 센서 코딩
975,177,실습/연습,거리 센서 코딩
976,1,실습/연습,여분미션1
977,1,실습/연습,여분미션2
981,2,실습/연습,촬영대상 정하여 화면에 담아 촬영하기
998,8,실습/연습,빅데이터 활용 체험하기
1087,38,실습/연습,재료 준비하기
1089,38,실습/연습,겨울공원 미니어쳐 작품 만들기
1094,40,실습/연습,트리 밑그림 그리기
1095,40,실습/연습,이끼 붙이기
1096,41,실습/연습,1교시 전개
1097,41,실습/연습,1교시 정리
1098,41,실습/연습,2교시 준비
1100,42,실습/연습,질문없이 그림그리기
1101,42,실습/연습,질문하면서 그림그리기
1105,44,실습/연습,나의 꿈에 대해 쓰기
1106,44,실습/연습,나의 꿈 발표와 활동지 완성
1107,44,실습/연습,모냐 꾸미기
1108,45,실습/연습,여분미션1
1109,45,실습/연습,여분미션2
1110,45,실습/연습,여분미션3
1111,46,실습/연습,배역에 따른 노래 연습하기 도입
1112,46,실습/연습,배역에 따른 노래 연습하기 전개
1113,46,실습/연습,배역에 따른 노래 연습하기 정리
1123,50,실습/연습,카드 만들기
1124,50,실습/연습,책읽기(The rabbit and the turtle)
1156,61,실습/연습,손수건 만들기
1171,66,실습/연습,인공지능 학습 체험하기
1180,69,실습/연습,3교시 도입
1181,69,실습/연습,3교시 전개
1182,69,실습/연습,3교시 정리
1186,71,실습/연습,1교시 정리
1187,71,실습/연습,2교시 준비
1188,71,실습/연습,2교시 도입
1193,73,실습/연습,권리 선택하기
1195,74,실습/연습,데이터 분석 체험하기(시뮬레이터1)
1197,74,실습/연습,인공지능 학습 체험하기(지도학습)
1201,76,실습/연습,크리스마스에 대한 문화 차이 설명
1202,76,실습/연습,팽이 꾸미기
1203,76,실습/연습,팽이 더 오래 돌리기 시합
1227,84,실습/연습,코딩 게임 참여하기
1228,85,실습/연습,여분미션1
1229,85,실습/연습,여분미션2
1230,85,실습/연습,여분미션3
1231,86,실습/연습,여분미션1
1232,86,실습/연습,여분미션2
1233,86,실습/연습,여분미션3
1234,87,실습/연습,벚나무가 무엇인지 이해하고 수집하기
1235,87,실습/연습,은행잎과 벚나무 차이 이해하고 여우 만들기
1258,95,실습/연습,영상편지 촬영 전 준비
1259,95,실습/연습,영상편지 대본 외우기
1260,95,실습/연습,영상편지 촬영
1274,100,실습/연습,설문조사 내용 검수
1279,102,실습/연습,영상촬영 전 사전교육
1280,102,실습/연습,부조정실 기능 살피기
1281,102,실습/연습,스튜디오 기능 살피기
1285,104,실습/연습,1교시 정리
1286,104,실습/연습,2교시 도입
1287,104,실습/연습,2교시 전개
1288,105,실습/연습,질문없이 그림그리기
1289,105,실습/연습,질문하면서 그림그리기
1297,108,실습/연습,1교시 정리
1298,108,실습/연습,2교시 준비
1299,108,실습/연습,2교시 도입
1321,116,실습/연습,준비
1322,116,실습/연습,도입
1323,116,실습/연습,전개
1326,117,실습/연습,도장으로 작품만들기
1327,118,실습/연습,샴푸바 모양 만들기
1328,118,실습/연습,샴푸바 포장 및 정리
1362,129,실습/연습,실험 결과 및 마무리하기
1387,138,실습/연습,여분미션1
1388,138,실습/연습,여분미션2
1408,145,실습/연습,2교시 전개
1409,145,실습/연습,2교시 정리
1410,145,실습/연습,3교시 도입
1420,149,실습/연습,여분미션1
1421,149,실습/연습,여분미션2
1422,149,실습/연습,여분미션3
1441,156,실습/연습,마무리
1443,156,실습/연습,자기 소개2
1444,157,실습/연습,여분미션1
1445,157,실습/연습,여분미션2
1452,159,실습/연습,특수분장 실전 영상 시청
1453,160,실습/연습,"준비, 스트레칭, 유산소운동 수행하기"
1454,160,실습/연습,전 시간에 배운 기술 연습하기
1455,160,실습/연습,실전에서 사용할 수 있도록 기술을 완성하기1
1456,161,실습/연습,활동 진행3
1457,161,실습/연습,활동 진행4
1458,161,실습/연습,1부 활동 인수인계
1479,168,실습/연습,드립커피 실습하기
1498,175,실습/연습,여분미션1
1499,175,실습/연습,여분미션2
1500,175,실습/연습,여분미션3
1504,177,실습/연습,스피커 코딩
1505,177,실습/연습,Fan 모터 드라이버 코딩
1506,177,실습/연습,서보 모터팩 코딩
1509,178,실습/연습,콤부차 만들기
1511,178,실습/연습,질문 및 공지 전달
1519,180,실습/연습,임시 1
1520,180,실습/연습,임시 2
1521,180,실습/연습,수업준비하기
1522,180,실습/연습,지구사랑 실천과 동영상 시청
1527,181,실습/연습,임시 1
1528,181,실습/연습,임시 2
1529,181,실습/연습,임시 3
1530,181,실습/연습,임시 4
1575,186,실습/연습,나의 직업가치관 정하기
1578,187,실습/연습,학교 생태탐방하여 워크북 목록에 체크하기
1580,187,실습/연습,성찰일지 쓰기
1581,187,실습/연습,학교 생태 탐방하여 생태목록 만들기
1582,187,실습/연습,생태목록 보고 세밀화 그리기
1583,187,실습/연습,세밀화에 첨부할 이야기 쓰기
1584,187,실습/연습,블로그 만들기
1585,187,실습/연습,QR코드 만들기
1586,187,실습/연습,코스페이시스 활용 생태전시관 만들기
1587,187,실습/연습,생태목록 및 작품 블로그에 올리기
1595,188,실습/연습,활동지 작성 완료
1598,188,실습/연습,존중의 약속 완성
1603,189,실습/연습,임시미션 9
1604,189,실습/연습,임시미션 8
1605,189,실습/연습,임시미션 7
1606,189,실습/연습,임시미션 6
1607,189,실습/연습,임시미션 5
1608,189,실습/연습,임시미션 4
1612,175,실습/연습,임시미션 16
1658,181,실습/연습,임시 5
1659,181,실습/연습,임시 6
1665,190,실습/연습,드론안전규칙 숙지 및 수업자료(드론) 준비
1666,190,실습/연습,드론 장애물 통과하기
1667,190,실습/연습,드론 카메라 장착하기
1668,190,실습/연습,카메라 장착 드론 비행하기
1672,7,실습/연습,심폐소생술 실습하기
1673,191,실습/연습,로봇에 대해 알아보기
1674,191,실습/연습,엠봇에 대해 알아보기
1676,191,실습/연습,엠봇 여행지도 만들기
1677,191,실습/연습,엠봇 구현하기
1678,191,실습/연습,마무리하기
1679,191,실습/연습,여분미션
1682,192,실습/연습,메이키 메이키 활용(작동)방법 실습하기
1684,192,실습/연습,악기/게임 코딩 실습하기
1685,192,실습/연습,마무리하기
1687,193,실습/연습,5만원의 행복 활동지 작성하기
1691,193,실습/연습,사회적 기업의 가치 활동지 만들기
1694,193,실습/연습,기업만들기 활동하기
1707,168,실습/연습,기계커피 실습하기
1743,200,실습/연습,1교시 준비
1744,200,실습/연습,1교시 도입
1745,200,실습/연습,1교시 전개
1746,200,실습/연습,1교시 정리
1747,200,실습/연습,2교시 준비
1748,200,실습/연습,2교시 도입
1749,200,실습/연습,2교시 전개
1750,200,실습/연습,2교시 정리
1751,200,실습/연습,3교시 준비
1752,200,실습/연습,3교시 도입
1753,200,실습/연습,3교시 전개
1754,200,실습/연습,3교시 정리
1755,201,실습/연습,1교시 준비
1756,201,실습/연습,1교시 도입
1757,201,실습/연습,1교시 전개
1758,201,실습/연습,1교시 정리
1759,201,실습/연습,2교시 준비
1760,201,실습/연습,2교시 도입
1761,201,실습/연습,2교시 전개
1762,201,실습/연습,2교시 정리
1763,201,실습/연습,3교시 준비
1764,201,실습/연습,3교시 도입
1765,201,실습/연습,3교시 전개
1766,201,실습/연습,3교시 정리
1799,205,실습/연습,1교시 준비
1800,205,실습/연습,1교시 도입
1801,205,실습/연습,1교시 전개
1802,205,실습/연습,1교시 정리
1803,205,실습/연습,2교시 준비
1804,205,실습/연습,2교시 도입
1805,205,실습/연습,2교시 전개
1806,205,실습/연습,2교시 정리
1815,208,실습/연습,1교시 준비
1816,208,실습/연습,1교시 도입
1817,208,실습/연습,1교시 전개
1818,208,실습/연습,1교시 정리
1819,208,실습/연습,2교시 준비
1820,208,실습/연습,2교시 도입
1821,208,실습/연습,2교시 전개
1822,208,실습/연습,2교시 정리
1831,210,실습/연습,1교시 준비
1832,210,실습/연습,1교시 도입
1833,210,실습/연습,1교시 전개
1834,210,실습/연습,1교시 정리
1835,210,실습/연습,2교시 준비
1836,210,실습/연습,2교시 도입
1837,210,실습/연습,2교시 전개
1838,210,실습/연습,2교시 정리
1839,211,실습/연습,1교시 준비
1840,211,실습/연습,1교시 도입
1841,211,실습/연습,1교시 전개
1842,211,실습/연습,1교시 정리
1843,211,실습/연습,2교시 준비
1844,211,실습/연습,2교시 도입
1845,211,실습/연습,2교시 전개
1846,211,실습/연습,2교시 정리
1847,212,실습/연습,1교시 준비
1848,212,실습/연습,1교시 도입
1849,212,실습/연습,1교시 전개
1850,212,실습/연습,1교시 정리
1851,212,실습/연습,2교시 준비
1852,212,실습/연습,2교시 도입
1853,212,실습/연습,2교시 전개
1854,212,실습/연습,2교시 정리
1879,216,실습/연습,1교시 준비
1880,216,실습/연습,1교시 도입
1881,216,실습/연습,1교시 전개
1882,216,실습/연습,1교시 정리
1883,216,실습/연습,2교시 준비
1884,216,실습/연습,2교시 도입
1885,216,실습/연습,2교시 전개
1886,216,실습/연습,2교시 정리
1895,218,실습/연습,1교시 준비
1896,218,실습/연습,1교시 도입
1897,218,실습/연습,1교시 전개
1898,218,실습/연습,1교시 정리
1899,218,실습/연습,2교시 준비
1900,219,실습/연습,1교시 준비
1901,219,실습/연습,1교시 도입
1902,219,실습/연습,1교시 전개
1903,219,실습/연습,1교시 정리
1904,219,실습/연습,2교시 준비
1905,220,실습/연습,1교시 준비
1906,220,실습/연습,1교시 도입
1907,220,실습/연습,1교시 전개
1908,220,실습/연습,1교시 정리
1909,220,실습/연습,2교시 준비
1914,221,실습/연습,임시미션5
1920,223,실습/연습,1교시 준비
1921,223,실습/연습,1교시 도입
1922,223,실습/연습,1교시 전개
1923,223,실습/연습,1교시 정리
1924,223,실습/연습,2교시 준비
1925,224,실습/연습,임시미션1
1934,225,실습/연습,다른 학교 발표 시청하기
1935,225,실습/연습,우리학교 홍보영상 시청하기
1936,225,실습/연습,초청강사 강연 듣기
1939,226,실습/연습,3. 활동지 작성하고 마무리
1942,228,실습/연습,1교시 전개
1946,228,실습/연습,2교시 전개
1950,228,실습/연습,3교시 전개
1952,84,실습/연습,코딩 단계 완료하기
1965,231,실습/연습,1교시 준비
1966,231,실습/연습,1교시 도입
1967,231,실습/연습,1교시 전개
1968,231,실습/연습,1교시 정리
1969,231,실습/연습,2교시 준비
1970,231,실습/연습,2교시 도입
1971,231,실습/연습,2교시 전개
1972,231,실습/연습,2교시 정리
1977,227,실습/연습,1교시 준비
1978,227,실습/연습,1교시 도입
1979,227,실습/연습,1교시 전개
1980,227,실습/연습,1교시 정리
1981,227,실습/연습,2교시 준비
1982,227,실습/연습,2교시 도입
1983,227,실습/연습,2교시 전개
1984,227,실습/연습,2교시 정리
1985,227,실습/연습,3교시 준비
1986,227,실습/연습,3교시 도입
1987,227,실습/연습,3교시 전개
1988,227,실습/연습,3교시 정리
1990,226,실습/연습,5. 세밀화 완성하기 및 발표하기
1991,226,실습/연습,6. 활동지 작성하기
1995,84,실습/연습,색조합 키트 제작
1997,84,실습/연습,레이저 반사 키트 실습
1998,84,실습/연습,마무리
1999,232,실습/연습,1교시 준비
2000,232,실습/연습,1교시 도입
2001,232,실습/연습,1교시 전개
2002,232,실습/연습,1교시 정리
2003,232,실습/연습,2교시 준비
2004,232,실습/연습,2교시 도입
2005,232,실습/연습,2교시 전개
2006,232,실습/연습,2교시 정리
2007,233,실습/연습,1교시 준비
2008,233,실습/연습,1교시 도입
2009,233,실습/연습,1교시 전개
2010,233,실습/연습,1교시 정리
2011,233,실습/연습,2교시 준비
2012,233,실습/연습,2교시 도입
2013,233,실습/연습,2교시 전개
2014,233,실습/연습,2교시 정리
2016,220,실습/연습,2교시 도입
2017,220,실습/연습,2교시 전개
2018,220,실습/연습,2교시 정리
2019,220,실습/연습,3교시 준비
2020,220,실습/연습,3교시 도입
2021,220,실습/연습,3교시 전개
2022,220,실습/연습,3교시 정리
2023,219,실습/연습,2교시 도입
2024,219,실습/연습,2교시 전개
2025,219,실습/연습,2교시 정리
2026,219,실습/연습,3교시 준비
2027,219,실습/연습,3교시 도입
2028,219,실습/연습,3교시 전개
2029,219,실습/연습,3교시 정리
2038,223,실습/연습,2교시 도입
2039,223,실습/연습,2교시 전개
2040,223,실습/연습,2교시 정리
2041,223,실습/연습,3교시 준비
2042,223,실습/연습,3교시 도입
2043,223,실습/연습,3교시 전개
2044,223,실습/연습,3교시 정리
2045,223,실습/연습,융드립과 모카포터 추출시연
2046,223,실습/연습,카푸치노 실전연습
2050,42,실습/연습,상황에 맞는 비폭력대화 연습하기
2051,42,실습/연습,미션 수행 게임 참여하기
2052,42,실습/연습,기분이 좋아지는 말 시 활동학(워크북 작성 및 발표하기)
2053,42,실습/연습,이야기 만들기
2062,105,실습/연습,상황에 맞는 비폭력대화 연습하기
2063,105,실습/연습,미션 수행 게임 참여하기
2064,105,실습/연습,기분이 좋아지는 말 시 활동학(워크북 작성 및 발표하기)
2065,105,실습/연습,이야기 만들기
2067,105,실습/연습,마인드맵 작성하기
2069,105,실습/연습,이모티콘 그리기
2073,226,실습/연습,갤러리 탐험해보기
2076,175,실습/연습,나만의 스프라이트 만들기
2077,175,실습/연습,코딩 입력하기
2078,175,실습/연습,스프라이트 저장하기
2096,236,실습/연습,Needs와 Wants 게임1
2097,236,실습/연습,Needs와 Wants 게임2
2098,236,실습/연습,Needs와 Wants 게임3
2099,236,실습/연습,Needs와 Wants 게임4
2100,236,실습/연습,세계인권선언과의 비교활동
2101,236,실습/연습,나만의 인권선언 그리기
2103,236,실습/연습,우리에게 노동은? 활동하기
2106,226,실습/연습,전시장에 내 작품 전시하기
2107,226,실습/연습,역할분담하여 전시장 꾸미기
2108,108,실습/연습,2교시 전개
2109,108,실습/연습,2교시 정리
2110,226,실습/연습,QR코드 이름표 달아주기
2111,226,실습/연습,발표 준비하기
2112,226,실습/연습,발표하기와 활동 마무리하기
2113,240,실습/연습,탁구 기본자세 포핸드로 제자리에서 공 받아치기
2114,240,실습/연습,포핸드로 옆으로 한 바 움직이며 공 받아치기
2115,240,실습/연습,백핸드로 가슴 앞으로 오는 공 밀어치기
2116,240,실습/연습,포핸드와 백핸드로 공 받아치기
2117,240,실습/연습,스매싱하기
2122,241,실습/연습,신기한 교실 탐구 여행 활동지 작성하기
2126,238,실습/연습,1교시 준비
2127,238,실습/연습,1교시 도입
2128,238,실습/연습,1교시 전개
2129,238,실습/연습,1교시 정리
2130,238,실습/연습,2교시 준비
2131,238,실습/연습,2교시 도입
2132,238,실습/연습,2교시 전개
2133,238,실습/연습,2교시 정리
2138,179,실습/연습,1교시 준비
2139,179,실습/연습,1교시 도입
2140,179,실습/연습,1교시 전개
2141,179,실습/연습,1교시 정리
2149,240,실습/연습,서브하기
2151,240,실습/연습,서로 상호협력하여 연습하기
2154,242,실습/연습,1교시 준비
2155,242,실습/연습,1교시 도입
2156,242,실습/연습,1교시 전개
2157,242,실습/연습,1교시 정리
2158,242,실습/연습,2교시 준비
2159,242,실습/연습,2교시 도입
2160,242,실습/연습,2교시 전개
2161,242,실습/연습,2교시 정리
2165,241,실습/연습,아두이노 활동해보기
2167,240,실습/연습,라켓쥐소 스윙하기
2168,240,실습/연습,다리와 허리 돌리며 스윙하기
2169,240,실습/연습,옆으로 스탭하며 두번 스윙치기
2170,240,실습/연습,백스윙 자세 이해하기
2171,240,실습/연습,백스윙 실습
2172,240,실습/연습,백스윙으로 공치고 스탭이동하여 스윙치기
2173,240,실습/연습,컷 이해하기
2174,240,실습/연습,컷 자세 익히기
2175,240,실습/연습,컷 자세로 공치며 발 움직이기
2176,240,실습/연습,컷 이용하여 공격하기
2177,240,실습/연습,스윙에서 컷까지 연결하여 쳐보기
2181,77,실습/연습,스팀의 이해(실습)
2182,77,실습/연습,우유스팀 만들기(실습)
2189,241,실습/연습,모둠별로 상상도면 그리기
2190,241,실습/연습,모둠별로 모형 제작하기
2191,95,실습/연습,영상편지 편집
2192,175,실습/연습,코스페이시스 만들기(도입)
2193,175,실습/연습,코스페이시스 만들기(전개)
2195,243,실습/연습,1교시 준비
2196,243,실습/연습,1교시 도입
2197,243,실습/연습,1교시 전개
2198,243,실습/연습,1교시 정리
2222,245,실습/연습,정글의 법칙 동영상 시청하기
2224,245,실습/연습,숨어있는 노동 찾기 활동1
2225,245,실습/연습,숨어있는 노동 찾기 활동2
2226,245,실습/연습,숨어있는 노동 찾기 활동3
2227,245,실습/연습,청소년 노동인권 게임1
2228,245,실습/연습,청소년 노동인권 게임2
2229,245,실습/연습,청소년 노동인권 게임3
2231,241,실습/연습,모둠별로 모형 제작하기(준비)
2232,241,실습/연습,모둠별로 모형 제작하기(도입)
2233,241,실습/연습,모둠별로 모형 제작하기(전개)
2234,241,실습/연습,모둠별로 모형 제작하기(정리)
2235,69,실습/연습,4교시 정리
2236,240,실습/연습,탁구 활동 준비하기
2237,240,실습/연습,탁구 기본자세 배우기
2238,240,실습/연습,스매싱 기본기술 배우기
2239,240,실습/연습,라켓으로 공 치는 연습하기
2240,240,실습/연습,백핸드 기술 배우기
2246,69,실습/연습,4교시 도입
2247,69,실습/연습,4교시 전개
2253,73,실습/연습,차별나무 그리기
2254,73,실습/연습,차별표현 중 2개 선택하기
2260,73,실습/연습,차별에 대한 나의 생각 정의하기
2262,73,실습/연습,마인드맵 작성하기
2264,73,실습/연습,온라인 세상 들여다 보기
2266,73,실습/연습,온라인과 보호받을 권리 활동하기
2268,73,실습/연습,나를 지켜주는 아이템 만들기
2275,237,실습/연습,1교시 준비
2276,237,실습/연습,1교시 도입
2277,237,실습/연습,1교시 전개
2278,237,실습/연습,1교시 정리
2279,237,실습/연습,2교시 준비
2287,84,실습/연습,뉴턴의 프리즘 키트 만들기
2288,84,실습/연습,뉴턴의 프리즘 키트 실행하기
2289,84,실습/연습,색 조합 키트 제작
2290,84,실습/연습,나만의 색 조합하기
2291,84,실습/연습,레이져 쇼 키트 조립 준비
2292,84,실습/연습,레이저 쇼 키트 실습
2293,84,실습/연습,마무리하기
2303,239,실습/연습,1교시 준비
2304,239,실습/연습,1교시 도입
2305,239,실습/연습,1교시 전개
2306,239,실습/연습,1교시 정리
2307,239,실습/연습,2교시 준비
2308,239,실습/연습,2교시 도입
2309,239,실습/연습,2교시 전개
2310,239,실습/연습,2교시 정리
2312,246,실습/연습,실습하기
2313,246,실습/연습,선물포장하기
2314,246,실습/연습,동영상시청하기
2316,246,실습/연습,우드파일의 이해와 방법익히기
2317,246,실습/연습,손톱모양에 따른 버퍼의 이해와 방법익히기
2318,246,실습/연습,탑코트와 매니큐어 체험하기
2319,246,실습/연습,건조기 사용 후 악세사리 체험하기
2320,247,실습/연습,직업 이해 및 실습1
2321,247,실습/연습,직업 이해 및 실습2
2322,247,실습/연습,직업 이해 및 실습3
2323,247,실습/연습,직업 이해 및 실습4
2324,52,실습/연습,준비하기
2326,52,실습/연습,원두 추출 실습 및 관찰하기
2328,52,실습/연습,우유 스팀 실습 및 관찰하기
2329,52,실습/연습,주문 받기 체험하기
2330,52,실습/연습,라떼 아트 설명하기
2331,52,실습/연습,라떼 아트 실습 및 관찰하기
2334,119,실습/연습,도자기 컵 바닥 만들기
2335,119,실습/연습,도자기 컵 벽 만들기
2336,119,실습/연습,도자기 컵 만들기 활동 마무리
2337,119,실습/연습,선물 포장하기
2341,78,실습/연습,컵케잌 만들기 활동 준비하기
2342,78,실습/연습,1교시 활동하기
2343,78,실습/연습,2교시 활동하기
2344,78,실습/연습,3교시 활동하기
2345,78,실습/연습,4교시 활동하기
2346,78,실습/연습,활동 마무리하기
2347,61,실습/연습,1
2348,61,실습/연습,2
2349,61,실습/연습,3
2350,61,실습/연습,4
2351,61,실습/연습,5
2352,61,실습/연습,6
2353,161,실습/연습,1부 활동 마무리하기
2354,175,실습/연습,로그인하기
2356,175,실습/연습,악기 선택하기
2357,175,실습/연습,메세지 입력해보기
2358,248,실습/연습,1교시 도입
2359,248,실습/연습,1교시 전개
2360,248,실습/연습,1교시 정리
2361,248,실습/연습,2교시 도입
2362,248,실습/연습,2교시 전개
2363,248,실습/연습,2교시 정리
2364,248,실습/연습,3교시 도입
2365,248,실습/연습,3교시 전개
2366,249,실습/연습,진로 성숙도 자가 진단하기
2368,249,실습/연습,드림Q 게임을 통한 강점 찾기
2369,249,실습/연습,진로직업 가치관 경매 게임하기
2376,249,실습/연습,비전 선언문 및 버킷리스트 작성하기
2377,249,실습/연습,성공 스피치 코칭
2378,249,실습/연습,진로목표 및 활동계획 작성하기
2379,249,실습/연습,드림 로드맵 콘테스트
2381,249,실습/연습,검사결과에 따른 진로 및 직업 정보 제공 받기
2382,249,실습/연습,진로 선택을 위한 졸업생 만나기
2383,249,실습/연습,롤모델과의 만남을 통해 취업 준비과정 및 노하우 습득하기
2384,249,실습/연습,직업인 초청 강연 듣기1
2385,249,실습/연습,직업인 초청 강연 듣기2
